t(us) chan[0] chan[1] chan[2] chan[3]
22250.000000 -298271 -298266 3257038 1653089
22500.000000 -298266 -298227 3253211 1643596
22750.000000 -298173 -298276 3251099 1637026
23000.000000 -298169 -298328 3250040 1633090
23250.000000 -298234 -298346 3253058 1637988
23500.000000 -298222 -298306 3258166 1642228
23750.000000 -298215 -298272 3258342 1649165
24000.000000 -298159 -298360 3267337 1659173
24250.000000 -298163 -298328 3271160 1672946
24500.000000 -298204 -298311 3277443 1697767
24750.000000 -298233 -298291 3288019 1715012
25000.000000 -298224 -298260 3291280 1737184
25250.000000 -298196 -298281 3295015 1750241
25500.000000 -298147 -298271 3302939 1770546
25750.000000 -298162 -298228 3311957 1793373
26000.000000 -298226 -298272 3318035 1801217
26250.000000 -298262 -298260 3326010 1812794
26500.000000 -298248 -298262 3330238 1828456
26750.000000 -298269 -298215 3334041 1848696
27000.000000 -298256 -298221 3341496 1869626
27250.000000 -298238 -298193 3341899 1880430
27500.000000 -298275 -298173 3342976 1883572
27750.000000 -298277 -298233 3343448 1888404
28000.000000 -298238 -298233 3346928 1892829
28250.000000 -298197 -298176 3354834 1892113
28500.000000 -298210 -298145 3355487 1888118
28750.000000 -298170 -298183 3353320 1891674
29000.000000 -298229 -298130 3353811 1893377
29250.000000 -298180 -298178 3349661 1887488
29500.000000 -298103 -298235 3342351 1883985
29750.000000 -298183 -298236 3341716 1879089
30000.000000 -298212 -298259 3340866 1879247
30250.000000 -298200 -298245 3338235 1873662
30500.000000 -298251 -298232 3332004 1870233
30750.000000 -298270 -298224 3331673 1863533
31000.000000 -298156 -298191 3338902 1857841
31250.000000 -298184 -298191 3337382 1852008
31500.000000 -298181 -298169 3336067 1846180
31750.000000 -298203 -298195 3331148 1836766
32000.000000 -298152 -298185 3332410 1827556
32250.000000 -298094 -298140 3332595 1827150
32500.000000 -298099 -298141 3330295 1840683
32750.000000 -298181 -298146 3340513 1856444
33000.000000 -298123 -298150 3342879 1860219
33250.000000 -298098 -298112 3338192 1854238
33500.000000 -298173 -298179 3337044 1841735
33750.000000 -298229 -298173 3334188 1828150
34000.000000 -298187 -298189 3332663 1814834
34250.000000 -298177 -298198 3329828 1801246
34500.000000 -298145 -298218 3326589 1788757
34750.000000 -298201 -298198 3313106 1771465
35000.000000 -298232 -298226 3298452 1754577
35250.000000 -298192 -298230 3292641 1737216
35500.000000 -298182 -298232 3288440 1716131
35750.000000 -298212 -298229 3285209 1697745
36000.000000 -298143 -298262 3281624 1685503
36250.000000 -298130 -298312 3277115 1663028
36500.000000 -298220 -298338 3263120 1645864
36750.000000 -298218 -298251 3254121 1637389
37000.000000 -298239 -298276 3255616 1625449
37250.000000 -298257 -298332 3249235 1615624
37500.000000 -298188 -298292 3246067 1603899
37750.000000 -298135 -298325 3246116 1596501
38000.000000 -298155 -298314 3244237 1596434
38250.000000 -298151 -298340 3240371 1595691
38500.000000 -298210 -298304 3241875 1596071
38750.000000 -298276 -298254 3248795 1589150
39000.000000 -298236 -298269 3249715 1591412
39250.000000 -298181 -298206 3243767 1593153
39500.000000 -298175 -298283 3240260 1591148
39750.000000 -298200 -298295 3241088 1587948
40000.000000 -298216 -298340 3244152 1601481
40250.000000 -298211 -298331 3248179 1608235
40500.000000 -298259 -298343 3249303 1611275
40750.000000 -298254 -298337 3249735 1622990
41000.000000 -298269 -298367 3247608 1633886
41250.000000 -298222 -298363 3260295 1644929
41500.000000 -298237 -298341 3264820 1645839
41750.000000 -298247 -298325 3264225 1654165
42000.000000 -298246 -298332 3265190 1654900
42250.000000 -298215 -298251 3273650 1655164
42500.000000 -298231 -298246 3261378 1656958
42750.000000 -298210 -298312 3251051 1646231
43000.000000 -298116 -298299 3249534 1627354
43250.000000 -298175 -298333 3256855 1627739
43500.000000 -298226 -298339 3262154 1639973
43750.000000 -298319 -298275 3271556 1644948
44000.000000 -298270 -298274 3271388 1651765
44250.000000 -298260 -298315 3275309 1662783
44500.000000 -298250 -298236 3277361 1681780
44750.000000 -298268 -298266 3280968 1704498
45000.000000 -298232 -298275 3284931 1731363
45250.000000 -298220 -298299 3287244 1748644
45500.000000 -298289 -298266 3301111 1762091
45750.000000 -298292 -298298 3307215 1777094
46000.000000 -298251 -298301 3311178 1794763
46250.000000 -298211 -298275 3323401 1816555
46500.000000 -298174 -298242 3331891 1826400
46750.000000 -298212 -298221 3336470 1843000
47000.000000 -298205 -298266 3338692 1861380
47250.000000 -298207 -298235 3343953 1871259
47500.000000 -298193 -298216 3353750 1884969
47750.000000 -298229 -298243 3361136 1888017
48000.000000 -298215 -298197 3361657 1895295
48250.000000 -298218 -298158 3362057 1899109
48500.000000 -298251 -298060 3354605 1894819
48750.000000 -298170 -298064 3356778 1888928
49000.000000 -298197 -298162 3352392 1879726
49250.000000 -298237 -298127 3344618 1877629
49500.000000 -298208 -298146 3350906 1885774
49750.000000 -298200 -298256 3348579 1881755
50000.000000 -298170 -298156 3348890 1876025
50250.000000 -298203 -298179 3348552 1876050
50500.000000 -298171 -298159 3348617 1870223
50750.000000 -298216 -298153 3345663 1861705
51000.000000 -298187 -298179 3340974 1854238
51250.000000 -298208 -298238 3336202 1850790
51500.000000 -298241 -298186 3331342 1844914
51750.000000 -298244 -298222 3327690 1838249
52000.000000 -298272 -298244 3331270 1832189
52250.000000 -298226 -298222 3340972 1828293
52500.000000 -298193 -298232 3343388 1837427
52750.000000 -298160 -298216 3349377 1849844
53000.000000 -298182 -298136 3349167 1851787
53250.000000 -298202 -298087 3342096 1847513
53500.000000 -298170 -298166 3337269 1840108
53750.000000 -298194 -298202 3335733 1829929
54000.000000 -298237 -298202 3327715 1819018
54250.000000 -298206 -298193 3327428 1807043
54500.000000 -298184 -298183 3332946 1799054
54750.000000 -298241 -298242 3325002 1782970
55000.000000 -298262 -298316 3311190 1758903
55250.000000 -298217 -298300 3300900 1743570
55500.000000 -298266 -298265 3285526 1725130
55750.000000 -298222 -298281 3275364 1704508
56000.000000 -298221 -298259 3279323 1677737
56250.000000 -298226 -298260 3284647 1659680
56500.000000 -298191 -298201 3274812 1656006
56750.000000 -298193 -298270 3262944 1650698
57000.000000 -298241 -298299 3257019 1630150
57250.000000 -298236 -298318 3247247 1609847
57500.000000 -298178 -298298 3243773 1603303
57750.000000 -298233 -298346 3247954 1599753
58000.000000 -298248 -298388 3244667 1591074
58250.000000 -298229 -298356 3238350 1587008
58500.000000 -298241 -298303 3240763 1591266
58750.000000 -298278 -298287 3249819 1591913
59000.000000 -298245 -298324 3251815 1588955
59250.000000 -298224 -298371 3246220 1584113
59500.000000 -298286 -298371 3250742 1588765
59750.000000 -298202 -298279 3254248 1593196
60000.000000 -298197 -298302 3254546 1595394
60250.000000 -298187 -298391 3255883 1601894
60500.000000 -298170 -298344 3263616 1601404
60750.000000 -298152 -298310 3266928 1606297
61000.000000 -298168 -298295 3271873 1623867
61250.000000 -298196 -298311 3269514 1637804
61500.000000 -298259 -298279 3270399 1637923
61750.000000 -298266 -298266 3268908 1634022
62000.000000 -298266 -298274 3259646 1641133
62250.000000 -298256 -298284 3259442 1646894
62500.000000 -298268 -298261 3259823 1644542
62750.000000 -298216 -298304 3260941 1635028
63000.000000 -298259 -298271 3257999 1629011
63250.000000 -298259 -298232 3249915 1625754
63500.000000 -298209 -298266 3248224 1627987
63750.000000 -298191 -298324 3255216 1634584
64000.000000 -298163 -298274 3264603 1653563
64250.000000 -298161 -298215 3271769 1669469
64500.000000 -298229 -298279 3277127 1681699
64750.000000 -298205 -298342 3273488 1686997
65000.000000 -298187 -298265 3282124 1710718
65250.000000 -298160 -298245 3297188 1734193
65500.000000 -298209 -298309 3303598 1754806
65750.000000 -298260 -298286 3308847 1776982
66000.000000 -298263 -298256 3315286 1790518
66250.000000 -298289 -298206 3320467 1805864
66500.000000 -298202 -298260 3331053 1822852
66750.000000 -298209 -298310 3333628 1836867
67000.000000 -298204 -298220 3332765 1852469
67250.000000 -298148 -298255 3333301 1865590
67500.000000 -298154 -298232 3351423 1883928
67750.000000 -298213 -298217 3361814 1889784
68000.000000 -298191 -298251 3358885 1894059
68250.000000 -298182 -298206 3352541 1901481
68500.000000 -298169 -298158 3347304 1895296
68750.000000 -298214 -298141 3352173 1892839
69000.000000 -298258 -298202 3351942 1893249
69250.000000 -298219 -298165 3348012 1889656
69500.000000 -298219 -298229 3348457 1887317
69750.000000 -298219 -298182 3347768 1883955
70000.000000 -298193 -298172 3341724 1876083
70250.000000 -298288 -298163 3340877 1870278
70500.000000 -298317 -298176 3339708 1866802
70750.000000 -298284 -298183 3339725 1861208
71000.000000 -298215 -298174 3340654 1862418
71250.000000 -298269 -298191 3339527 1858949
71500.000000 -298295 -298255 3339506 1849192
71750.000000 -298252 -298295 3336734 1842174
72000.000000 -298286 -298298 3329801 1834032
72250.000000 -298218 -298291 3323690 1830135
72500.000000 -298244 -298239 3325835 1824533
72750.000000 -298221 -298236 3327253 1827872
73000.000000 -298192 -298272 3325950 1844259
73250.000000 -298221 -298279 3328448 1851438
73500.000000 -298228 -298225 3332963 1854840
73750.000000 -298184 -298179 3333085 1855581
74000.000000 -298230 -298244 3331808 1846492
74250.000000 -298211 -298283 3323949 1825334
74500.000000 -298221 -298247 3315254 1799052
74750.000000 -298236 -298227 3317640 1780195
75000.000000 -298226 -298158 3310329 1766502
75250.000000 -298221 -298197 3302631 1745508
75500.000000 -298155 -298203 3294024 1726470
75750.000000 -298164 -298219 3283908 1705635
76000.000000 -298230 -298195 3278518 1689935
76250.000000 -298210 -298225 3276312 1675295
76500.000000 -298186 -298285 3269190 1656961
76750.000000 -298173 -298248 3265129 1637116
77000.000000 -298186 -298329 3258736 1616934
77250.000000 -298270 -298327 3254218 1611789
77500.000000 -298261 -298279 3249206 1607095
77750.000000 -298239 -298259 3244520 1590120
78000.000000 -298161 -298296 3244081 1583929
78250.000000 -298200 -298325 3251144 1585525
78500.000000 -298219 -298281 3252236 1586260
78750.000000 -298221 -298261 3247966 1589185
79000.000000 -298182 -298261 3253205 1588317
79250.000000 -298146 -298298 3255860 1592864
79500.000000 -298203 -298292 3255393 1592084
79750.000000 -298196 -298316 3254922 1587526
80000.000000 -298194 -298271 3261011 1591559
80250.000000 -298197 -298244 3265054 1598024
80500.000000 -298198 -298295 3262264 1603362
80750.000000 -298169 -298301 3262448 1599185
81000.000000 -298187 -298277 3265126 1610169
81250.000000 -298162 -298275 3269996 1622467
81500.000000 -298202 -298251 3272093 1637892
81750.000000 -298186 -298257 3275724 1649335
82000.000000 -298212 -298223 3272054 1652648
82250.000000 -298225 -298312 3273361 1652528
82500.000000 -298154 -298292 3276896 1655426
82750.000000 -298125 -298310 3272113 1646635
83000.000000 -298159 -298328 3262647 1631144
83250.000000 -298148 -298263 3258569 1628297
83500.000000 -298165 -298236 3252137 1631588
83750.000000 -298178 -298230 3251146 1638529
84000.000000 -298242 -298310 3256896 1643068
84250.000000 -298257 -298340 3262907 1659903
84500.000000 -298213 -298293 3273580 1677518
84750.000000 -298213 -298264 3288351 1696075
85000.000000 -298203 -298245 3291121 1715019
85250.000000 -298244 -298210 3290946 1726835
85500.000000 -298253 -298233 3294782 1743001
85750.000000 -298254 -298241 3304319 1762522
86000.000000 -298217 -298233 3313152 1790884
86250.000000 -298199 -298312 3322757 1810300
86500.000000 -298245 -298315 3330233 1825842
86750.000000 -298206 -298242 3335034 1832710
87000.000000 -298192 -298179 3342332 1846144
87250.000000 -298184 -298208 3345774 1858041
87500.000000 -298185 -298168 3347853 1873081
87750.000000 -298235 -298166 3349082 1885454
88000.000000 -298225 -298207 3354909 1890632
88250.000000 -298231 -298211 3353127 1896807
88500.000000 -298261 -298216 3345603 1895301
88750.000000 -298235 -298153 3344017 1895503
89000.000000 -298272 -298115 3349185 1897077
89250.000000 -298245 -298188 3357038 1898937
89500.000000 -298200 -298237 3356689 1896406
89750.000000 -298196 -298173 3351046 1895127
90000.000000 -298118 -298216 3347401 1889002
90250.000000 -298188 -298273 3340882 1879151
90500.000000 -298263 -298260 3339307 1874992
90750.000000 -298246 -298237 3338098 1872586
91000.000000 -298217 -298247 3339784 1861362
91250.000000 -298256 -298264 3339205 1853411
91500.000000 -298219 -298203 3338023 1844120
91750.000000 -298250 -298217 3334932 1837689
92000.000000 -298307 -298207 3328492 1832745
92250.000000 -298197 -298258 3327954 1836221
92500.000000 -298150 -298218 3330761 1836452
92750.000000 -298139 -298173 3330038 1840811
93000.000000 -298152 -298151 3338013 1849284
93250.000000 -298202 -298187 3343033 1846781
93500.000000 -298207 -298236 3330657 1842312
93750.000000 -298205 -298233 3328590 1845560
94000.000000 -298196 -298197 3332819 1840139
94250.000000 -298155 -298169 3326426 1825664
94500.000000 -298246 -298204 3317658 1806416
94750.000000 -298245 -298152 3316220 1795613
95000.000000 -298246 -298179 3307151 1777199
95250.000000 -298189 -298177 3300223 1751774
95500.000000 -298222 -298202 3296529 1729166
95750.000000 -298178 -298212 3290042 1705670
96000.000000 -298176 -298215 3283552 1684955
96250.000000 -298162 -298197 3282635 1679940
96500.000000 -298224 -298295 3281459 1671421
96750.000000 -298256 -298333 3275035 1650664
97000.000000 -298183 -298323 3264766 1623747
97250.000000 -298162 -298282 3263491 1615038
97500.000000 -298150 -298252 3251456 1611434
97750.000000 -298108 -298177 3240533 1603393
98000.000000 -298107 -298210 3240361 1595107
98250.000000 -298120 -298236 3237375 1592562
98500.000000 -298212 -298254 3240639 1589296
98750.000000 -298168 -298244 3241610 1588546
99000.000000 -298198 -298315 3240456 1585926
99250.000000 -298212 -298336 3243869 1585013
99500.000000 -298165 -298311 3242226 1581815
99750.000000 -298211 -298320 3249579 1581904
100000.000000 -298187 -298321 3255752 1585362
100250.000000 -298169 -298269 3252372 1598981
100500.000000 -298222 -298278 3261343 1603284
100750.000000 -298183 -298238 3265311 1607270
101000.000000 -298204 -298245 3260234 1616246
101250.000000 -298205 -298253 3263362 1617915
101500.000000 -298233 -298288 3264694 1631433
101750.000000 -298235 -298287 3263925 1635915
102000.000000 -298175 -298277 3264847 1637315
102250.000000 -298210 -298251 3260828 1652383
102500.000000 -298237 -298294 3264409 1651631
102750.000000 -298232 -298241 3261305 1644877
103000.000000 -298248 -298196 3255970 1632991
103250.000000 -298195 -298263 3252730 1622034
103500.000000 -298128 -298247 3262690 1619899
103750.000000 -298161 -298254 3269199 1629130
104000.000000 -298217 -298228 3269580 1637914
104250.000000 -298245 -298282 3269813 1651134
104500.000000 -298181 -298282 3272610 1668218
104750.000000 -298185 -298272 3278737 1685273
105000.000000 -298161 -298284 3282854 1703796
105250.000000 -298201 -298253 3294150 1723977
105500.000000 -298231 -298252 3303453 1744594
105750.000000 -298218 -298148 3305075 1756731
106000.000000 -298260 -298225 3306810 1776001
106250.000000 -298190 -298256 3317262 1803469
106500.000000 -298153 -298172 3319125 1817799
106750.000000 -298253 -298218 3331073 1830904
107000.000000 -298274 -298285 3333492 1847130
107250.000000 -298220 -298261 3344360 1864411
107500.000000 -298221 -298254 3350020 1868725
107750.000000 -298217 -298270 3345669 1879472
108000.000000 -298214 -298265 3352284 1892124
108250.000000 -298231 -298226 3354359 1892949
108500.000000 -298257 -298194 3354653 1894955
108750.000000 -298203 -298144 3353982 1887693
109000.000000 -298248 -298203 3355665 1889992
109250.000000 -298138 -298204 3355194 1900145
109500.000000 -298193 -298132 3348971 1896207
109750.000000 -298246 -298120 3348191 1893835
110000.000000 -298173 -298146 3345427 1889486
110250.000000 -298186 -298178 3343322 1879595
110500.000000 -298231 -298220 3337810 1868129
110750.000000 -298205 -298154 3331792 1870224
111000.000000 -298139 -298161 3335787 1868086
111250.000000 -298166 -298269 3340005 1853879
111500.000000 -298185 -298267 3336567 1840572
111750.000000 -298197 -298233 3337947 1837626
112000.000000 -298225 -298198 3334543 1835070
112250.000000 -298182 -298151 3334566 1828056
112500.000000 -298176 -298166 3337890 1827164
112750.000000 -298200 -298149 3337923 1827108
113000.000000 -298237 -298183 3337006 1829476
113250.000000 -298230 -298194 3340030 1845008
113500.000000 -298271 -298089 3336641 1853692
113750.000000 -298263 -298125 3340459 1848356
114000.000000 -298246 -298245 3346250 1840155
114250.000000 -298153 -298198 3335563 1825102
114500.000000 -298155 -298204 3321878 1814563
114750.000000 -298176 -298262 3323616 1800372
115000.000000 -298221 -298274 3309223 1774311
115250.000000 -298302 -298205 3297751 1754996
115500.000000 -298319 -298230 3293085 1742806
115750.000000 -298204 -298283 3293917 1722049
116000.000000 -298174 -298239 3291608 1698852
116250.000000 -298197 -298244 3282453 1683368
116500.000000 -298137 -298271 3271139 1672084
116750.000000 -298149 -298320 3262426 1654363
117000.000000 -298182 -298356 3257465 1633176
117250.000000 -298133 -298299 3254673 1615167
117500.000000 -298185 -298235 3249803 1604534
117750.000000 -298212 -298187 3251668 1594131
118000.000000 -298244 -298296 3255284 1585205
118250.000000 -298179 -298312 3243625 1575890
118500.000000 -298150 -298292 3237293 1583153
118750.000000 -298225 -298298 3240458 1587705
119000.000000 -298246 -298296 3242068 1584559
119250.000000 -298213 -298351 3240201 1585288
119500.000000 -298106 -298314 3244310 1585198
119750.000000 -298137 -298338 3251321 1584828
120000.000000 -298179 -298320 3254723 1588660
120250.000000 -298190 -298255 3255069 1596590
120500.000000 -298240 -298300 3260261 1594130
120750.000000 -298236 -298323 3264141 1598292
121000.000000 -298121 -298281 3256781 1606577
121250.000000 -298175 -298285 3253594 1615102
121500.000000 -298175 -298300 3262802 1624283
121750.000000 -298204 -298303 3266025 1628575
122000.000000 -298247 -298348 3262380 1643627
122250.000000 -298244 -298310 3270744 1652755
122500.000000 -298184 -298261 3275749 1655536
122750.000000 -298171 -298314 3264989 1654106
123000.000000 -298215 -298303 3266340 1635283
123250.000000 -298250 -298296 3260164 1621056
123500.000000 -298242 -298339 3252163 1626825
123750.000000 -298267 -298351 3256569 1631514
124000.000000 -298236 -298355 3263628 1641208
124250.000000 -298157 -298328 3271240 1656424
124500.000000 -298134 -298279 3279843 1668472
124750.000000 -298141 -298282 3287937 1677208
125000.000000 -298167 -298236 3291409 1697159
125250.000000 -298151 -298145 3289962 1721999
125500.000000 -298163 -298103 3299182 1744519
125750.000000 -298137 -298193 3306390 1764569
126000.000000 -298184 -298178 3312601 1777782
126250.000000 -298239 -298198 3320476 1793109
126500.000000 -298203 -298211 3324026 1811228
126750.000000 -298226 -298168 3331264 1827081
127000.000000 -298177 -298146 3341874 1840225
127250.000000 -298196 -298220 3354203 1851685
127500.000000 -298155 -298179 3354001 1864030
127750.000000 -298182 -298125 3350468 1872940
