t(us) chan[0] chan[1] chan[2] chan[3]
21750.000000 -298290 -298705 1327396 70552
22000.000000 -298345 -298711 1332194 76735
22250.000000 -298321 -298749 1335089 86139
22500.000000 -298331 -298705 1337870 89309
22750.000000 -298332 -298702 1336302 79995
23000.000000 -298326 -298728 1334660 73740
23250.000000 -298379 -298713 1331660 72862
23500.000000 -298381 -298701 1330002 81866
23750.000000 -298371 -298685 1337005 83965
24000.000000 -298399 -298745 1343880 80849
24250.000000 -298372 -298727 1342702 79036
24500.000000 -298366 -298653 1343048 81147
24750.000000 -298371 -298711 1339511 79350
25000.000000 -298341 -298703 1338103 81472
25250.000000 -298373 -298747 1330422 83442
25500.000000 -298368 -298746 1335612 86725
25750.000000 -298359 -298805 1334939 92153
26000.000000 -298385 -298725 1330478 100295
26250.000000 -298391 -298671 1344058 102795
26500.000000 -298326 -298764 1343578 108118
26750.000000 -298379 -298721 1345870 110022
27000.000000 -298422 -298647 1352127 106574
27250.000000 -298474 -298690 1360246 97845
27500.000000 -298389 -298739 1366171 94920
27750.000000 -298357 -298682 1368548 97643
28000.000000 -298350 -298704 1359546 105932
28250.000000 -298339 -298713 1353856 114702
28500.000000 -298349 -298682 1355528 115760
28750.000000 -298381 -298673 1356706 120619
29000.000000 -298415 -298648 1362821 123004
29250.000000 -298398 -298582 1365580 122450
29500.000000 -298330 -298642 1360018 121805
29750.000000 -298316 -298695 1356720 120221
30000.000000 -298326 -298673 1360409 113183
30250.000000 -298341 -298661 1360601 114163
30500.000000 -298386 -298631 1363569 120466
30750.000000 -298307 -298629 1364199 119650
31000.000000 -298339 -298664 1360978 112836
31250.000000 -298331 -298651 1358246 108287
31500.000000 -298308 -298661 1358769 114069
31750.000000 -298320 -298694 1353644 117082
32000.000000 -298320 -298709 1350421 112959
32250.000000 -298323 -298682 1358676 115663
32500.000000 -298322 -298621 1357169 106358
32750.000000 -298333 -298632 1362487 104045
33000.000000 -298392 -298637 1362627 103842
33250.000000 -298412 -298670 1358034 114833
33500.000000 -298372 -298715 1362807 116751
33750.000000 -298389 -298665 1362476 114484
34000.000000 -298388 -298694 1366993 116128
34250.000000 -298338 -298694 1364641 116877
34500.000000 -298319 -298621 1359937 115194
34750.000000 -298353 -298676 1354006 115072
35000.000000 -298462 -298612 1353964 109817
35250.000000 -298371 -298622 1350099 107311
35500.000000 -298357 -298733 1343118 100701
35750.000000 -298344 -298703 1342209 97052
36000.000000 -298326 -298726 1337569 95627
36250.000000 -298363 -298737 1338255 89427
36500.000000 -298417 -298728 1337290 80014
36750.000000 -298329 -298707 1338643 77888
37000.000000 -298355 -298676 1335718 80268
37250.000000 -298395 -298692 1334547 76809
37500.000000 -298447 -298726 1323450 82744
37750.000000 -298487 -298694 1324446 79112
38000.000000 -298411 -298702 1324925 73348
38250.000000 -298408 -298764 1328873 70201
38500.000000 -298462 -298765 1324508 69055
38750.000000 -298405 -298760 1322784 66915
39000.000000 -298367 -298789 1323718 64126
39250.000000 -298406 -298795 1321653 56989
39500.000000 -298375 -298807 1319114 65341
39750.000000 -298401 -298783 1316905 70876
40000.000000 -298379 -298791 1321835 72121
40250.000000 -298425 -298733 1325184 74630
40500.000000 -298388 -298733 1329197 74214
40750.000000 -298385 -298755 1331805 79244
41000.000000 -298395 -298709 1327717 76629
41250.000000 -298303 -298693 1330737 76004
41500.000000 -298306 -298641 1331622 69416
41750.000000 -298365 -298718 1331868 64888
42000.000000 -298324 -298709 1332936 69869
42250.000000 -298307 -298630 1332903 69488
42500.000000 -298428 -298663 1336533 66645
42750.000000 -298455 -298679 1332754 68678
43000.000000 -298359 -298630 1335308 71654
43250.000000 -298321 -298603 1334318 77331
43500.000000 -298339 -298648 1333500 73471
43750.000000 -298346 -298724 1334467 74531
44000.000000 -298345 -298746 1333948 72395
44250.000000 -298336 -298768 1329603 71623
44500.000000 -298377 -298685 1327398 77241
44750.000000 -298429 -298686 1318839 82500
45000.000000 -298391 -298682 1326802 82516
45250.000000 -298406 -298677 1329046 93189
45500.000000 -298419 -298694 1331566 95052
45750.000000 -298351 -298689 1332025 88722
46000.000000 -298364 -298719 1337308 93517
46250.000000 -298338 -298766 1340925 101751
46500.000000 -298329 -298773 1343599 109583
46750.000000 -298371 -298673 1339241 111224
47000.000000 -298396 -298673 1346899 109049
47250.000000 -298319 -298696 1364722 110382
47500.000000 -298346 -298699 1370062 106717
47750.000000 -298364 -298658 1370442 113921
48000.000000 -298331 -298645 1366101 117820
48250.000000 -298357 -298624 1367017 117136
48500.000000 -298353 -298597 1366829 118458
48750.000000 -298325 -298605 1361972 116689
49000.000000 -298324 -298587 1355901 112973
49250.000000 -298339 -298569 1356051 114483
49500.000000 -298359 -298615 1355067 110404
49750.000000 -298376 -298663 1356794 110977
50000.000000 -298356 -298683 1359386 113710
50250.000000 -298344 -298642 1353535 115202
50500.000000 -298325 -298575 1355461 115586
50750.000000 -298446 -298670 1357143 113610
51000.000000 -298470 -298641 1359423 118092
51250.000000 -298360 -298617 1354375 119991
51500.000000 -298372 -298602 1353667 112913
51750.000000 -298309 -298670 1353475 113922
52000.000000 -298269 -298647 1349947 118397
52250.000000 -298368 -298646 1345825 112408
52500.000000 -298359 -298656 1343250 108521
52750.000000 -298356 -298629 1349502 109503
53000.000000 -298304 -298667 1347633 105669
53250.000000 -298372 -298717 1352728 114491
53500.000000 -298407 -298738 1360186 123041
53750.000000 -298368 -298698 1354347 126942
54000.000000 -298424 -298634 1349423 129057
54250.000000 -298465 -298663 1352203 127840
54500.000000 -298374 -298689 1357280 128128
54750.000000 -298354 -298625 1350979 123283
55000.000000 -298358 -298661 1350519 116217
55250.000000 -298437 -298688 1344422 101937
55500.000000 -298366 -298690 1341192 97106
55750.000000 -298350 -298606 1338780 97751
56000.000000 -298326 -298611 1328988 98964
56250.000000 -298345 -298640 1329880 96589
56500.000000 -298341 -298673 1338107 94374
56750.000000 -298364 -298665 1333552 92514
57000.000000 -298420 -298658 1329299 91029
57250.000000 -298398 -298686 1331181 80445
57500.000000 -298417 -298723 1329336 71469
57750.000000 -298418 -298731 1326443 67549
58000.000000 -298333 -298714 1323314 64937
58250.000000 -298324 -298726 1321889 66989
58500.000000 -298354 -298783 1315888 63693
58750.000000 -298395 -298793 1312420 66548
59000.000000 -298339 -298687 1315466 74965
59250.000000 -298360 -298676 1326437 73549
59500.000000 -298337 -298654 1325411 63925
59750.000000 -298416 -298704 1317593 65596
60000.000000 -298378 -298690 1318830 69721
60250.000000 -298301 -298745 1327764 68970
60500.000000 -298422 -298722 1332050 76137
60750.000000 -298407 -298734 1334877 79466
61000.000000 -298345 -298730 1336065 76449
61250.000000 -298370 -298723 1335177 72188
61500.000000 -298417 -298676 1334235 76628
61750.000000 -298409 -298621 1334463 87526
62000.000000 -298419 -298644 1336567 85511
62250.000000 -298382 -298672 1333465 86505
62500.000000 -298379 -298669 1333129 82978
62750.000000 -298335 -298679 1338256 82223
63000.000000 -298297 -298662 1341270 83808
63250.000000 -298381 -298757 1334767 85024
63500.000000 -298414 -298717 1335621 87786
63750.000000 -298374 -298694 1333267 86034
64000.000000 -298340 -298666 1332856 79069
64250.000000 -298352 -298635 1330874 75570
64500.000000 -298340 -298645 1329477 70669
64750.000000 -298330 -298695 1325759 81279
65000.000000 -298335 -298679 1334025 84786
65250.000000 -298326 -298696 1340730 79961
65500.000000 -298318 -298657 1341806 91884
65750.000000 -298351 -298679 1342661 91315
66000.000000 -298361 -298713 1340873 93610
66250.000000 -298323 -298633 1342709 95323
66500.000000 -298320 -298612 1343824 101616
66750.000000 -298359 -298633 1351559 107393
67000.000000 -298328 -298608 1357905 112223
67250.000000 -298396 -298644 1358096 112451
67500.000000 -298420 -298703 1356806 115428
67750.000000 -298344 -298641 1355693 121020
68000.000000 -298387 -298650 1363680 122616
68250.000000 -298391 -298623 1371785 121905
68500.000000 -298371 -298632 1376661 123470
68750.000000 -298417 -298660 1378671 115599
69000.000000 -298433 -298602 1369241 114458
69250.000000 -298358 -298579 1360434 111209
69500.000000 -298384 -298603 1363446 105660
69750.000000 -298390 -298632 1371922 105458
70000.000000 -298314 -298637 1371288 109590
70250.000000 -298377 -298634 1364923 117926
70500.000000 -298390 -298605 1358934 115813
70750.000000 -298359 -298588 1356483 115759
71000.000000 -298328 -298561 1355698 114490
71250.000000 -298282 -298598 1354410 114265
71500.000000 -298311 -298618 1357239 109944
71750.000000 -298368 -298615 1354228 109122
72000.000000 -298370 -298672 1352035 106090
72250.000000 -298343 -298635 1358383 107094
72500.000000 -298289 -298646 1362011 108692
72750.000000 -298226 -298689 1357719 101703
73000.000000 -298298 -298657 1356598 99545
73250.000000 -298361 -298693 1358632 106187
73500.000000 -298283 -298696 1357178 115918
73750.000000 -298275 -298643 1357928 114133
74000.000000 -298319 -298716 1363148 109832
74250.000000 -298382 -298672 1360691 102474
74500.000000 -298368 -298676 1353790 102214
74750.000000 -298344 -298674 1354426 109219
75000.000000 -298345 -298652 1353274 104200
75250.000000 -298356 -298681 1353909 93101
75500.000000 -298394 -298687 1352230 93462
75750.000000 -298371 -298608 1349236 100745
76000.000000 -298422 -298642 1350550 98000
76250.000000 -298430 -298655 1346654 95081
76500.000000 -298414 -298687 1344493 95804
76750.000000 -298394 -298686 1337908 95248
77000.000000 -298399 -298597 1333882 90952
77250.000000 -298374 -298672 1332382 85709
77500.000000 -298352 -298646 1329420 94752
77750.000000 -298362 -298678 1324030 88791
78000.000000 -298312 -298650 1333581 74587
78250.000000 -298326 -298603 1338831 68088
78500.000000 -298320 -298648 1333896 71539
78750.000000 -298278 -298694 1329810 69075
79000.000000 -298361 -298665 1325710 71918
79250.000000 -298361 -298680 1321689 70060
79500.000000 -298344 -298651 1321177 65977
79750.000000 -298322 -298652 1317598 67123
80000.000000 -298416 -298637 1323604 62590
80250.000000 -298411 -298620 1328038 63106
80500.000000 -298333 -298671 1329556 66145
80750.000000 -298379 -298663 1329519 69642
81000.000000 -298366 -298632 1327856 70992
81250.000000 -298403 -298648 1326375 73983
81500.000000 -298426 -298576 1329342 66961
81750.000000 -298315 -298603 1331639 64540
82000.000000 -298265 -298698 1326624 69377
82250.000000 -298331 -298639 1326348 77247
82500.000000 -298408 -298652 1334998 84583
82750.000000 -298423 -298760 1335907 78312
83000.000000 -298428 -298711 1335447 78917
83250.000000 -298395 -298680 1336133 84358
83500.000000 -298380 -298661 1333975 76170
83750.000000 -298365 -298641 1335402 69903
84000.000000 -298404 -298622 1327568 67886
84250.000000 -298365 -298707 1331229 72347
84500.000000 -298362 -298725 1335246 77916
84750.000000 -298399 -298703 1336468 78016
85000.000000 -298373 -298674 1342805 75306
85250.000000 -298396 -298647 1345137 80252
85500.000000 -298330 -298593 1343330 81967
85750.000000 -298335 -298688 1348213 92199
86000.000000 -298310 -298740 1350677 96067
86250.000000 -298364 -298653 1349087 100820
86500.000000 -298359 -298691 1348627 107365
86750.000000 -298356 -298643 1353617 102554
87000.000000 -298351 -298625 1360355 105203
87250.000000 -298303 -298652 1358742 105152
87500.000000 -298359 -298632 1362282 109304
87750.000000 -298304 -298606 1364216 111875
88000.000000 -298316 -298621 1361378 117436
88250.000000 -298400 -298648 1360240 123749
88500.000000 -298453 -298673 1354584 126079
88750.000000 -298415 -298721 1359088 124792
89000.000000 -298349 -298656 1362913 121865
89250.000000 -298352 -298665 1359101 122873
89500.000000 -298341 -298665 1360424 121568
89750.000000 -298339 -298682 1361188 121210
90000.000000 -298343 -298659 1360198 117920
90250.000000 -298328 -298689 1362911 121551
90500.000000 -298422 -298638 1363317 122242
90750.000000 -298398 -298673 1357815 122212
91000.000000 -298359 -298654 1358151 119171
91250.000000 -298328 -298667 1360752 113787
91500.000000 -298357 -298672 1360926 112003
91750.000000 -298401 -298679 1362215 117450
92000.000000 -298351 -298633 1360817 115676
92250.000000 -298330 -298603 1358563 110892
92500.000000 -298325 -298596 1360703 105561
92750.000000 -298375 -298574 1356282 103868
93000.000000 -298362 -298586 1360047 105942
93250.000000 -298284 -298617 1366617 101989
93500.000000 -298321 -298678 1360415 100886
93750.000000 -298345 -298667 1361227 106931
94000.000000 -298387 -298631 1355675 110388
94250.000000 -298312 -298570 1360347 111701
94500.000000 -298324 -298681 1361117 111367
94750.000000 -298358 -298667 1355003 108008
95000.000000 -298361 -298598 1343752 109433
95250.000000 -298351 -298569 1344274 104869
95500.000000 -298359 -298625 1344492 101982
95750.000000 -298340 -298575 1335041 95297
96000.000000 -298373 -298502 1332161 90398
96250.000000 -298328 -298488 1334044 85122
96500.000000 -298331 -298580 1328362 86028
96750.000000 -298344 -298659 1325469 85608
97000.000000 -298326 -298693 1327823 90100
97250.000000 -298344 -298670 1334177 83241
97500.000000 -298339 -298674 1333798 75563
97750.000000 -298329 -298649 1334631 71218
98000.000000 -298360 -298661 1335979 71493
98250.000000 -298406 -298612 1332718 71333
98500.000000 -298341 -298733 1325632 67611
98750.000000 -298276 -298715 1321926 70535
99000.000000 -298298 -298672 1330806 76109
99250.000000 -298339 -298693 1329001 70384
99500.000000 -298340 -298681 1327261 67255
99750.000000 -298371 -298672 1325023 70398
100000.000000 -298371 -298657 1323473 69246
100250.000000 -298437 -298668 1318615 66725
100500.000000 -298407 -298671 1309217 68303
100750.000000 -298420 -298746 1312043 76846
101000.000000 -298379 -298690 1319699 72722
101250.000000 -298335 -298728 1318520 70271
101500.000000 -298377 -298716 1319022 70173
101750.000000 -298338 -298693 1323365 72731
102000.000000 -298360 -298681 1324755 75984
102250.000000 -298364 -298691 1324053 74591
102500.000000 -298352 -298683 1327845 73240
102750.000000 -298338 -298688 1328799 75577
103000.000000 -298288 -298666 1324653 76028
103250.000000 -298238 -298708 1322014 79581
103500.000000 -298281 -298768 1326355 81332
103750.000000 -298314 -298758 1324534 80545
104000.000000 -298345 -298704 1325278 75488
104250.000000 -298361 -298670 1330280 73297
104500.000000 -298417 -298686 1333974 75559
104750.000000 -298418 -298680 1339972 83647
105000.000000 -298386 -298615 1333207 82841
105250.000000 -298412 -298630 1327861 81831
105500.000000 -298370 -298655 1339388 85358
105750.000000 -298348 -298618 1343720 84980
106000.000000 -298371 -298637 1342876 87785
106250.000000 -298373 -298661 1346332 96215
106500.000000 -298299 -298603 1349737 97670
106750.000000 -298328 -298613 1355730 96030
107000.000000 -298331 -298635 1353115 99968
107250.000000 -298377 -298638 1346422 105310
107500.000000 -298339 -298670 1351009 113829
107750.000000 -298351 -298717 1354355 114398
108000.000000 -298289 -298650 1358430 117719
108250.000000 -298364 -298660 1355766 116307
108500.000000 -298391 -298689 1358166 118269
108750.000000 -298364 -298658 1365092 117383
109000.000000 -298315 -298655 1366900 111392
109250.000000 -298331 -298639 1367843 109287
109500.000000 -298353 -298659 1371471 114893
109750.000000 -298332 -298639 1368591 117454
110000.000000 -298370 -298606 1364231 118926
110250.000000 -298350 -298661 1366891 123712
110500.000000 -298335 -298654 1363080 119811
110750.000000 -298312 -298628 1355449 112857
111000.000000 -298309 -298626 1353091 107231
111250.000000 -298342 -298672 1358547 106468
111500.000000 -298281 -298667 1363998 113797
111750.000000 -298284 -298583 1358429 114680
112000.000000 -298308 -298556 1361760 105816
112250.000000 -298344 -298580 1357876 101681
112500.000000 -298433 -298588 1354804 104781
112750.000000 -298435 -298644 1360758 104771
113000.000000 -298405 -298608 1358796 107008
113250.000000 -298337 -298605 1358102 107998
113500.000000 -298293 -298649 1359539 109042
113750.000000 -298350 -298662 1356013 118084
114000.000000 -298345 -298662 1357785 119807
114250.000000 -298315 -298672 1361284 111449
114500.000000 -298340 -298599 1355925 107157
114750.000000 -298367 -298636 1358171 115437
115000.000000 -298367 -298629 1349381 114735
115250.000000 -298351 -298673 1349512 114873
115500.000000 -298416 -298697 1350645 108431
115750.000000 -298417 -298652 1348504 100287
116000.000000 -298460 -298654 1345351 91201
116250.000000 -298343 -298669 1344635 83353
116500.000000 -298385 -298690 1338622 77038
116750.000000 -298424 -298687 1327541 74465
117000.000000 -298358 -298687 1328240 78088
117250.000000 -298282 -298668 1331738 82615
117500.000000 -298330 -298666 1328452 81807
117750.000000 -298388 -298680 1325892 78840
118000.000000 -298335 -298707 1328328 79214
118250.000000 -298346 -298695 1325862 76286
118500.000000 -298403 -298631 1328603 69634
118750.000000 -298391 -298653 1324742 66193
119000.000000 -298376 -298641 1320541 73668
119250.000000 -298332 -298616 1315419 77516
119500.000000 -298350 -298593 1317696 70500
119750.000000 -298343 -298588 1321200 65706
120000.000000 -298264 -298650 1322786 60578
120250.000000 -298183 -298692 1324333 57445
120500.000000 -298318 -298634 1325981 69249
120750.000000 -298325 -298581 1328654 71594
121000.000000 -298301 -298592 1330453 77037
121250.000000 -298245 -298695 1326100 71498
121500.000000 -298329 -298698 1325565 67583
121750.000000 -298392 -298652 1325668 67789
122000.000000 -298391 -298717 1321186 66051
122250.000000 -298384 -298752 1320034 66397
122500.000000 -298398 -298687 1321771 81263
122750.000000 -298386 -298688 1318678 83684
123000.000000 -298372 -298756 1319940 75910
123250.000000 -298393 -298735 1322181 73357
123500.000000 -298371 -298702 1326581 69805
123750.000000 -298348 -298664 1333376 71336
124000.000000 -298354 -298653 1334587 82582
124250.000000 -298384 -298667 1330841 82263
124500.000000 -298413 -298701 1329890 77140
124750.000000 -298314 -298645 1337406 71642
125000.000000 -298343 -298614 1336555 74633
125250.000000 -298330 -298624 1329028 79925
125500.000000 -298415 -298620 1334938 86142
125750.000000 -298450 -298686 1343445 90356
126000.000000 -298408 -298731 1345794 102940
126250.000000 -298314 -298736 1349917 104883
126500.000000 -298322 -298649 1342526 102955
126750.000000 -298406 -298661 1343054 99406
127000.000000 -298382 -298714 1345689 100298
127250.000000 -298341 -298677 1346211 105538
127500.000000 -298374 -298620 1351283 114815
127750.000000 -298329 -298686 1355755 116114
