t(us) chan[0] chan[1] chan[2] chan[3]
66250.000000 -297869 -293525 6806376 5250137
66500.000000 -297839 -293545 6806410 5252147
66750.000000 -297823 -293490 6805908 5254344
67000.000000 -297881 -293537 6809987 5257876
67250.000000 -297924 -293533 6816410 5262943
67500.000000 -297840 -293578 6811220 5266036
67750.000000 -297855 -293629 6812172 5265385
68000.000000 -297876 -293521 6813007 5272714
68250.000000 -297808 -293515 6815628 5270568
68500.000000 -297810 -293552 6810407 5266940
68750.000000 -297881 -293558 6797176 5264260
69000.000000 -297849 -293537 6794241 5251356
69250.000000 -297793 -293529 6782986 5247715
69500.000000 -297813 -293600 6767528 5249940
69750.000000 -297792 -293581 6755325 5241178
70000.000000 -297841 -293601 6742753 5222265
70250.000000 -297814 -293648 6725475 5208484
70500.000000 -297801 -293611 6716938 5198565
70750.000000 -297860 -293624 6707465 5195783
71000.000000 -297851 -293630 6692944 5184514
71250.000000 -297830 -293727 6683778 5175945
71500.000000 -297770 -293743 6672626 5167790
71750.000000 -297757 -293699 6672516 5173650
72000.000000 -297850 -293770 6668974 5173986
72250.000000 -297882 -293772 6661113 5165544
72500.000000 -297892 -293748 6657626 5168033
72750.000000 -297906 -293714 6654196 5164425
73000.000000 -297817 -293720 6652876 5163489
73250.000000 -297799 -293755 6657031 5160203
73500.000000 -297865 -293716 6655803 5148661
73750.000000 -297836 -293747 6650676 5148645
74000.000000 -297855 -293720 6656667 5148060
74250.000000 -297858 -293755 6664255 5154276
74500.000000 -297834 -293743 6669222 5165995
74750.000000 -297871 -293751 6672521 5165807
75000.000000 -297810 -293742 6672011 5163766
75250.000000 -297831 -293753 6677875 5172042
75500.000000 -297831 -293696 6677643 5175931
75750.000000 -297811 -293698 6682974 5177155
76000.000000 -297855 -293763 6688526 5176680
76250.000000 -297880 -293773 6697888 5180107
76500.000000 -297929 -293741 6695379 5183050
76750.000000 -297871 -293673 6692300 5180520
77000.000000 -297839 -293709 6692508 5175014
77250.000000 -297870 -293675 6683468 5173136
77500.000000 -297855 -293690 6682440 5170418
77750.000000 -297871 -293688 6681372 5170457
78000.000000 -297871 -293701 6682423 5167076
78250.000000 -297838 -293673 6691539 5165666
78500.000000 -297850 -293646 6696987 5170129
78750.000000 -297863 -293675 6705228 5175948
79000.000000 -297885 -293722 6713405 5180404
79250.000000 -297856 -293670 6725668 5186493
79500.000000 -297862 -293631 6734639 5188769
79750.000000 -297922 -293662 6741302 5199886
80000.000000 -297914 -293628 6749230 5213440
80250.000000 -297907 -293629 6757389 5222292
80500.000000 -297846 -293659 6776233 5228552
80750.000000 -297780 -293606 6795001 5240984
81000.000000 -297835 -293584 6802131 5256529
81250.000000 -297876 -293613 6815203 5258695
81500.000000 -297830 -293576 6820443 5259191
81750.000000 -297845 -293599 6822902 5267283
82000.000000 -297827 -293567 6833084 5271540
82250.000000 -297911 -293515 6843145 5276787
82500.000000 -297913 -293579 6844105 5285973
82750.000000 -297834 -293525 6840577 5278882
83000.000000 -297875 -293491 6834916 5278847
83250.000000 -297817 -293454 6834692 5274291
83500.000000 -297864 -293498 6840901 5264867
83750.000000 -297846 -293481 6831377 5266603
84000.000000 -297944 -293491 6829878 5274799
84250.000000 -297919 -293483 6828122 5271686
84500.000000 -297864 -293561 6823200 5267034
84750.000000 -297928 -293553 6830296 5262584
85000.000000 -297894 -293537 6827882 5266166
85250.000000 -297818 -293557 6821903 5263756
85500.000000 -297898 -293620 6813034 5270985
85750.000000 -297906 -293593 6800607 5265985
86000.000000 -297942 -293597 6798383 5257622
86250.000000 -297898 -293601 6797135 5254074
86500.000000 -297905 -293549 6792879 5249860
86750.000000 -297901 -293597 6798909 5249880
87000.000000 -297897 -293584 6799550 5249438
87250.000000 -297872 -293577 6797074 5257698
87500.000000 -297839 -293563 6806850 5272264
87750.000000 -297873 -293592 6819665 5273118
88000.000000 -297867 -293570 6815321 5268838
88250.000000 -297928 -293550 6809237 5265915
88500.000000 -297897 -293509 6803669 5254056
88750.000000 -297818 -293488 6795595 5243234
89000.000000 -297839 -293536 6791582 5241970
89250.000000 -297896 -293532 6782077 5239886
89500.000000 -297865 -293544 6762659 5232895
89750.000000 -297913 -293578 6744972 5228321
90000.000000 -297878 -293640 6732736 5222955
90250.000000 -297872 -293614 6723421 5212522
90500.000000 -297839 -293593 6719989 5211480
90750.000000 -297876 -293694 6715457 5203568
91000.000000 -297817 -293720 6710176 5185717
91250.000000 -297783 -293637 6699309 5171224
91500.000000 -297854 -293657 6697784 5172663
91750.000000 -297982 -293721 6689045 5167221
92000.000000 -297925 -293729 6669866 5164367
92250.000000 -297864 -293698 6659944 5159255
92500.000000 -297861 -293706 6657907 5153276
92750.000000 -297802 -293785 6651800 5153512
93000.000000 -297846 -293778 6649776 5151654
93250.000000 -297876 -293739 6661200 5156110
93500.000000 -297785 -293688 6661375 5164280
93750.000000 -297840 -293770 6659820 5163889
94000.000000 -297902 -293758 6660563 5160358
94250.000000 -297794 -293764 6668740 5160893
94500.000000 -297769 -293766 6673012 5167952
94750.000000 -297824 -293713 6671653 5175260
95000.000000 -297857 -293697 6674913 5173429
95250.000000 -297845 -293698 6677371 5170665
95500.000000 -297832 -293707 6682400 5173887
95750.000000 -297803 -293744 6687943 5179802
96000.000000 -297858 -293720 6692482 5178977
96250.000000 -297851 -293678 6697873 5177429
96500.000000 -297814 -293689 6703703 5176200
96750.000000 -297759 -293657 6704046 5185467
97000.000000 -297791 -293654 6703077 5186274
97250.000000 -297778 -293675 6696895 5176710
97500.000000 -297806 -293656 6690695 5174415
97750.000000 -297818 -293624 6681173 5174462
98000.000000 -297819 -293606 6683622 5175261
98250.000000 -297819 -293619 6690144 5172310
98500.000000 -297777 -293694 6697660 5174112
98750.000000 -297789 -293724 6704468 5178732
99000.000000 -297861 -293705 6713398 5188447
99250.000000 -297823 -293735 6722596 5196093
99500.000000 -297875 -293740 6735621 5202415
99750.000000 -297929 -293680 6752648 5215638
100000.000000 -297967 -293637 6765163 5222278
100250.000000 -297862 -293608 6775227 5224544
100500.000000 -297861 -293619 6778169 5222069
100750.000000 -297917 -293598 6785471 5231792
101000.000000 -297921 -293566 6794164 5240911
101250.000000 -297898 -293607 6808979 5244119
101500.000000 -297862 -293630 6818784 5251147
101750.000000 -297869 -293578 6826895 5259175
102000.000000 -297857 -293550 6831216 5269790
102250.000000 -297859 -293573 6829599 5279721
102500.000000 -297885 -293550 6835944 5282384
102750.000000 -297848 -293490 6842597 5280894
103000.000000 -297829 -293518 6838303 5281528
103250.000000 -297841 -293581 6838944 5277434
103500.000000 -297898 -293477 6833958 5272605
103750.000000 -297835 -293520 6835597 5273853
104000.000000 -297890 -293537 6836274 5273040
104250.000000 -297845 -293513 6845522 5269469
104500.000000 -297807 -293495 6842295 5261147
104750.000000 -297835 -293564 6832915 5259905
105000.000000 -297874 -293529 6818948 5255757
105250.000000 -297856 -293515 6815975 5259951
105500.000000 -297856 -293578 6813470 5263808
105750.000000 -297829 -293552 6810819 5251706
106000.000000 -297817 -293519 6808819 5249278
106250.000000 -297873 -293591 6802250 5253243
106500.000000 -297862 -293613 6794711 5250978
106750.000000 -297868 -293506 6792840 5248557
107000.000000 -297827 -293501 6803181 5254848
107250.000000 -297869 -293505 6808266 5247925
107500.000000 -297890 -293589 6812833 5249480
107750.000000 -297889 -293587 6819155 5264547
108000.000000 -297818 -293518 6817817 5265040
108250.000000 -297773 -293498 6819882 5264788
108500.000000 -297767 -293506 6811383 5265197
108750.000000 -297798 -293510 6801233 5258326
109000.000000 -297843 -293544 6794167 5249910
109250.000000 -297863 -293512 6789105 5243683
109500.000000 -297815 -293543 6777745 5233214
109750.000000 -297829 -293574 6770018 5222901
110000.000000 -297852 -293522 6760539 5214267
110250.000000 -297877 -293544 6736664 5206436
110500.000000 -297823 -293580 6722510 5208306
110750.000000 -297843 -293655 6710633 5197393
111000.000000 -297793 -293676 6701713 5177901
111250.000000 -297827 -293659 6701206 5174033
111500.000000 -297892 -293710 6686927 5171550
111750.000000 -297847 -293693 6678322 5168402
112000.000000 -297797 -293690 6665044 5169715
112250.000000 -297788 -293680 6658601 5163538
112500.000000 -297866 -293769 6654275 5159312
112750.000000 -297872 -293788 6652545 5167248
113000.000000 -297860 -293738 6651064 5163198
113250.000000 -297885 -293779 6652705 5162304
113500.000000 -297869 -293766 6660560 5167768
113750.000000 -297857 -293769 6663870 5167330
114000.000000 -297822 -293745 6664511 5168275
114250.000000 -297817 -293751 6664809 5172570
114500.000000 -297908 -293795 6663041 5173864
114750.000000 -297829 -293753 6666998 5176612
115000.000000 -297828 -293760 6665126 5180709
115250.000000 -297791 -293734 6673936 5185494
115500.000000 -297795 -293762 6683833 5192094
115750.000000 -297798 -293708 6691952 5189911
116000.000000 -297838 -293673 6688193 5189269
116250.000000 -297826 -293744 6691231 5191427
116500.000000 -297848 -293791 6691758 5195568
116750.000000 -297897 -293719 6694359 5197276
117000.000000 -297825 -293668 6702408 5197118
117250.000000 -297783 -293686 6697247 5185728
117500.000000 -297849 -293720 6690377 5179358
117750.000000 -297785 -293729 6684678 5181409
118000.000000 -297760 -293713 6684013 5188254
118250.000000 -297824 -293679 6685583 5180706
118500.000000 -297810 -293729 6688203 5173235
118750.000000 -297854 -293722 6697055 5181878
119000.000000 -297914 -293657 6702495 5196465
119250.000000 -297942 -293646 6712791 5200056
119500.000000 -297848 -293690 6726212 5205080
119750.000000 -297883 -293721 6736089 5210795
120000.000000 -297899 -293647 6742922 5218086
120250.000000 -297866 -293656 6755461 5224552
120500.000000 -297861 -293710 6768348 5233474
120750.000000 -297839 -293677 6783381 5247686
121000.000000 -297835 -293594 6791119 5260229
121250.000000 -297861 -293611 6813147 5265259
121500.000000 -297908 -293567 6811529 5273021
121750.000000 -297853 -293544 6815158 5280011
122000.000000 -297834 -293532 6822702 5281803
122250.000000 -297812 -293547 6823647 5287325
122500.000000 -297785 -293518 6834218 5291174
122750.000000 -297847 -293479 6840256 5286117
123000.000000 -297840 -293496 6843884 5277373
123250.000000 -297863 -293526 6844062 5275021
123500.000000 -297885 -293484 6838032 5273531
123750.000000 -297892 -293458 6836748 5278654
124000.000000 -297884 -293470 6833656 5277604
124250.000000 -297833 -293420 6833800 5276567
124500.000000 -297868 -293428 6838614 5269306
124750.000000 -297830 -293433 6839539 5260168
125000.000000 -297772 -293446 6829636 5264691
125250.000000 -297805 -293518 6827407 5266546
125500.000000 -297829 -293545 6825089 5265027
125750.000000 -297836 -293478 6813652 5260450
126000.000000 -297894 -293493 6801713 5249269
126250.000000 -297923 -293534 6796360 5242807
126500.000000 -297869 -293504 6794966 5244303
126750.000000 -297866 -293536 6795651 5253174
127000.000000 -297865 -293548 6812566 5255084
127250.000000 -297871 -293579 6812048 5253978
127500.000000 -297917 -293573 6812920 5255364
127750.000000 -297937 -293478 6813665 5255263
