t(us) chan[0] chan[1] chan[2] chan[3]
51250.000000 -298206 -297810 3804843 2095644
51500.000000 -298192 -297863 3806590 2103102
51750.000000 -298151 -297799 3806670 2107281
52000.000000 -298207 -297749 3807326 2103716
52250.000000 -298236 -297774 3806669 2100157
52500.000000 -298186 -297759 3803680 2105599
52750.000000 -298151 -297746 3800734 2117285
53000.000000 -298189 -297792 3808507 2122656
53250.000000 -298168 -297808 3819519 2132703
53500.000000 -298206 -297788 3807662 2147244
53750.000000 -298172 -297825 3810433 2148911
54000.000000 -298227 -297777 3820364 2150603
54250.000000 -298199 -297771 3820656 2158648
54500.000000 -298175 -297733 3815277 2162424
54750.000000 -298166 -297738 3812279 2152532
55000.000000 -298163 -297746 3811784 2145099
55250.000000 -298167 -297822 3813839 2139516
55500.000000 -298153 -297826 3810700 2139929
55750.000000 -298209 -297789 3813119 2139923
56000.000000 -298183 -297808 3812575 2148648
56250.000000 -298272 -297769 3814730 2158130
56500.000000 -298287 -297750 3819754 2174013
56750.000000 -298224 -297800 3833316 2200002
57000.000000 -298168 -297788 3843053 2216108
57250.000000 -298118 -297756 3845848 2230258
57500.000000 -298187 -297803 3853617 2248025
57750.000000 -298186 -297779 3860668 2265075
58000.000000 -298189 -297728 3861734 2281318
58250.000000 -298249 -297736 3866727 2310512
58500.000000 -298206 -297804 3873196 2328094
58750.000000 -298216 -297826 3884609 2340770
59000.000000 -298206 -297770 3890486 2353991
59250.000000 -298197 -297683 3901690 2367630
59500.000000 -298175 -297706 3899515 2373093
59750.000000 -298236 -297671 3898234 2385822
60000.000000 -298208 -297712 3901962 2394900
60250.000000 -298215 -297611 3904319 2405381
60500.000000 -298211 -297674 3902510 2401512
60750.000000 -298209 -297738 3899414 2393444
61000.000000 -298246 -297764 3898460 2396229
61250.000000 -298263 -297789 3898925 2397729
61500.000000 -298213 -297783 3901696 2396866
61750.000000 -298188 -297744 3903074 2387928
62000.000000 -298183 -297708 3904030 2381830
62250.000000 -298220 -297712 3899828 2374151
62500.000000 -298227 -297762 3889040 2375889
62750.000000 -298208 -297712 3881045 2372603
63000.000000 -298198 -297726 3888906 2364821
63250.000000 -298208 -297771 3888889 2357688
63500.000000 -298224 -297730 3890494 2358360
63750.000000 -298342 -297733 3885327 2355315
64000.000000 -298281 -297699 3880264 2338202
64250.000000 -298244 -297752 3884805 2337448
64500.000000 -298250 -297785 3886173 2336959
64750.000000 -298217 -297738 3886024 2342720
65000.000000 -298107 -297701 3890978 2352607
65250.000000 -298200 -297759 3896599 2360606
65500.000000 -298227 -297728 3897042 2362364
65750.000000 -298264 -297680 3890166 2359710
66000.000000 -298306 -297723 3879115 2345446
66250.000000 -298210 -297666 3877349 2333822
66500.000000 -298184 -297700 3870288 2313170
66750.000000 -298232 -297723 3866336 2291937
67000.000000 -298225 -297725 3862668 2278140
67250.000000 -298145 -297790 3861497 2260049
67500.000000 -298215 -297713 3856471 2238463
67750.000000 -298208 -297750 3847184 2217271
68000.000000 -298192 -297790 3848594 2197743
68250.000000 -298205 -297731 3833927 2181042
68500.000000 -298207 -297728 3826937 2173802
68750.000000 -298200 -297754 3820663 2163681
69000.000000 -298189 -297810 3815589 2139755
69250.000000 -298198 -297746 3813177 2120189
69500.000000 -298179 -297706 3808002 2116780
69750.000000 -298164 -297759 3801548 2101840
70000.000000 -298210 -297862 3796659 2085990
70250.000000 -298143 -297858 3801774 2087708
70500.000000 -298121 -297821 3800647 2088606
70750.000000 -298166 -297829 3790696 2092695
71000.000000 -298174 -297858 3792535 2095442
71250.000000 -298165 -297826 3788845 2100077
71500.000000 -298186 -297759 3792634 2099672
71750.000000 -298169 -297838 3791501 2104619
72000.000000 -298139 -297871 3796951 2112520
72250.000000 -298202 -297789 3805361 2116383
72500.000000 -298170 -297718 3809440 2120551
72750.000000 -298150 -297839 3801791 2129014
73000.000000 -298166 -297853 3810162 2131587
73250.000000 -298178 -297803 3816204 2134041
73500.000000 -298193 -297739 3817444 2134316
73750.000000 -298213 -297682 3817135 2138717
74000.000000 -298179 -297744 3810356 2151033
74250.000000 -298223 -297794 3810530 2162882
74500.000000 -298187 -297886 3817229 2161264
74750.000000 -298217 -297822 3818543 2148391
75000.000000 -298233 -297796 3817121 2141660
75250.000000 -298151 -297818 3810870 2133718
75500.000000 -298183 -297935 3802764 2130379
75750.000000 -298151 -297909 3801273 2132541
76000.000000 -298230 -297824 3801673 2142211
76250.000000 -298223 -297767 3808838 2160515
76500.000000 -298226 -297808 3824223 2184034
76750.000000 -298146 -297749 3822593 2204287
77000.000000 -298177 -297765 3827764 2216275
77250.000000 -298192 -297754 3837742 2225383
77500.000000 -298143 -297731 3841423 2243769
77750.000000 -298157 -297750 3845503 2268311
78000.000000 -298208 -297690 3858738 2291054
78250.000000 -298145 -297680 3869665 2306887
78500.000000 -298141 -297722 3876961 2322114
78750.000000 -298174 -297695 3879589 2335849
79000.000000 -298138 -297719 3881395 2351095
79250.000000 -298133 -297707 3884840 2366687
79500.000000 -298201 -297714 3891634 2380811
79750.000000 -298203 -297768 3898520 2390859
80000.000000 -298165 -297680 3902727 2389172
80250.000000 -298149 -297677 3906348 2395540
80500.000000 -298135 -297680 3904171 2400046
80750.000000 -298204 -297662 3907468 2392988
81000.000000 -298204 -297656 3909264 2388828
81250.000000 -298160 -297679 3907954 2396366
81500.000000 -298196 -297649 3906542 2398264
81750.000000 -298221 -297623 3905672 2399505
82000.000000 -298182 -297681 3901453 2397077
82250.000000 -298211 -297674 3895822 2385604
82500.000000 -298183 -297688 3896665 2372722
82750.000000 -298188 -297631 3894959 2375370
83000.000000 -298193 -297665 3894471 2372395
83250.000000 -298164 -297699 3894971 2363314
83500.000000 -298212 -297680 3892505 2348582
83750.000000 -298174 -297677 3889796 2340126
84000.000000 -298177 -297690 3886092 2339246
84250.000000 -298311 -297674 3883518 2338055
84500.000000 -298264 -297693 3882356 2336989
84750.000000 -298187 -297769 3880173 2340712
85000.000000 -298189 -297718 3884353 2347637
85250.000000 -298203 -297711 3889620 2356604
85500.000000 -298171 -297634 3887869 2356223
85750.000000 -298176 -297686 3884747 2348654
86000.000000 -298154 -297720 3884922 2344439
86250.000000 -298118 -297688 3884037 2336539
86500.000000 -298171 -297692 3884356 2316543
86750.000000 -298209 -297661 3884561 2298233
87000.000000 -298236 -297694 3875813 2277498
87250.000000 -298299 -297724 3854238 2263780
87500.000000 -298223 -297740 3846080 2245872
87750.000000 -298198 -297693 3838536 2230091
88000.000000 -298189 -297688 3839529 2207591
88250.000000 -298174 -297717 3838073 2181367
88500.000000 -298226 -297752 3825714 2172124
88750.000000 -298186 -297751 3811299 2163307
89000.000000 -298179 -297790 3808356 2143946
89250.000000 -298193 -297822 3807052 2128957
89500.000000 -298149 -297765 3801196 2119927
89750.000000 -298160 -297756 3794158 2110428
90000.000000 -298131 -297850 3790863 2093910
90250.000000 -298142 -297845 3791941 2091875
90500.000000 -298181 -297801 3788182 2090799
90750.000000 -298222 -297822 3793042 2090570
91000.000000 -298259 -297820 3800178 2100118
91250.000000 -298236 -297819 3803748 2099901
91500.000000 -298241 -297779 3801790 2095039
91750.000000 -298241 -297840 3800628 2083209
92000.000000 -298263 -297834 3801351 2091191
92250.000000 -298232 -297857 3805084 2106986
92500.000000 -298193 -297844 3805896 2121311
92750.000000 -298226 -297837 3805912 2128813
93000.000000 -298211 -297777 3813198 2135612
93250.000000 -298155 -297714 3819780 2136604
93500.000000 -298168 -297788 3824105 2142816
93750.000000 -298115 -297818 3824852 2151437
94000.000000 -298132 -297827 3823279 2163495
94250.000000 -298147 -297794 3816147 2161104
94500.000000 -298188 -297849 3807597 2160825
94750.000000 -298223 -297819 3809838 2154017
95000.000000 -298248 -297758 3813973 2148488
95250.000000 -298231 -297743 3810868 2144239
95500.000000 -298172 -297758 3812542 2142087
95750.000000 -298192 -297743 3816553 2143490
96000.000000 -298209 -297759 3811679 2149771
96250.000000 -298178 -297782 3815008 2165708
96500.000000 -298189 -297751 3824441 2182213
96750.000000 -298241 -297729 3827498 2191908
97000.000000 -298222 -297777 3829756 2211284
97250.000000 -298177 -297772 3837635 2234104
97500.000000 -298099 -297786 3852327 2252778
97750.000000 -298152 -297764 3854144 2268904
98000.000000 -298176 -297714 3859997 2277278
98250.000000 -298174 -297701 3861368 2292839
98500.000000 -298195 -297735 3865827 2312051
98750.000000 -298211 -297710 3877225 2326413
99000.000000 -298153 -297652 3888327 2337379
99250.000000 -298135 -297690 3888687 2354616
99500.000000 -298150 -297713 3885503 2366328
99750.000000 -298180 -297762 3888224 2376479
100000.000000 -298208 -297776 3893211 2392394
100250.000000 -298235 -297734 3899874 2401311
100500.000000 -298208 -297693 3903650 2402491
100750.000000 -298232 -297665 3907688 2401496
101000.000000 -298241 -297655 3909751 2393547
101250.000000 -298219 -297689 3906694 2388573
101500.000000 -298152 -297685 3898666 2388907
101750.000000 -298095 -297607 3899865 2390175
102000.000000 -298207 -297662 3904611 2390296
102250.000000 -298234 -297613 3901132 2386683
102500.000000 -298157 -297655 3892431 2382887
102750.000000 -298263 -297669 3891322 2381921
103000.000000 -298210 -297677 3889568 2376440
103250.000000 -298195 -297700 3891140 2365594
103500.000000 -298169 -297702 3895753 2359875
103750.000000 -298254 -297711 3890274 2352488
104000.000000 -298261 -297751 3876580 2342441
104250.000000 -298225 -297741 3870400 2343272
104500.000000 -298179 -297708 3874293 2349234
104750.000000 -298158 -297720 3883754 2346764
105000.000000 -298184 -297718 3887798 2348846
105250.000000 -298174 -297630 3893374 2357830
105500.000000 -298145 -297713 3892453 2361701
105750.000000 -298235 -297681 3884322 2360876
106000.000000 -298248 -297710 3882142 2353636
106250.000000 -298206 -297729 3878598 2342988
106500.000000 -298157 -297691 3872658 2333766
106750.000000 -298183 -297640 3866539 2321981
107000.000000 -298164 -297668 3854432 2295008
107250.000000 -298145 -297684 3851375 2271697
107500.000000 -298163 -297673 3839729 2256003
107750.000000 -298169 -297675 3831284 2237298
108000.000000 -298165 -297698 3833210 2216907
108250.000000 -298174 -297710 3827504 2193694
108500.000000 -298148 -297752 3816968 2180988
108750.000000 -298224 -297795 3811567 2170367
109000.000000 -298256 -297780 3808919 2157776
109250.000000 -298236 -297810 3807714 2137033
109500.000000 -298209 -297860 3806117 2119356
109750.000000 -298219 -297837 3802116 2113926
110000.000000 -298237 -297787 3795191 2105477
110250.000000 -298250 -297772 3793310 2099689
110500.000000 -298244 -297730 3788247 2099377
110750.000000 -298198 -297803 3791049 2097757
111000.000000 -298200 -297811 3793534 2101772
111250.000000 -298233 -297841 3795144 2101629
111500.000000 -298296 -297869 3795859 2100167
111750.000000 -298248 -297909 3799316 2103032
112000.000000 -298265 -297832 3791364 2109027
112250.000000 -298227 -297842 3792495 2103468
112500.000000 -298221 -297864 3795537 2110219
112750.000000 -298260 -297799 3794482 2119346
113000.000000 -298203 -297837 3800556 2126573
113250.000000 -298150 -297821 3804341 2133035
113500.000000 -298168 -297778 3814044 2143797
113750.000000 -298179 -297815 3817641 2151494
114000.000000 -298181 -297784 3811909 2149564
114250.000000 -298153 -297799 3815214 2156309
114500.000000 -298212 -297784 3816545 2164237
114750.000000 -298223 -297770 3809590 2161372
115000.000000 -298170 -297774 3804921 2154777
115250.000000 -298243 -297803 3803873 2140450
115500.000000 -298210 -297822 3807143 2143987
115750.000000 -298155 -297792 3803012 2152230
116000.000000 -298195 -297864 3804423 2155422
116250.000000 -298262 -297798 3811131 2160374
116500.000000 -298245 -297817 3814604 2167148
116750.000000 -298232 -297794 3826873 2182945
117000.000000 -298270 -297801 3836920 2196642
117250.000000 -298258 -297798 3843948 2220431
117500.000000 -298287 -297739 3851830 2245438
117750.000000 -298207 -297812 3853092 2261934
118000.000000 -298233 -297786 3853325 2280046
118250.000000 -298211 -297786 3856499 2294278
118500.000000 -298199 -297757 3861127 2310859
118750.000000 -298260 -297808 3876189 2325740
119000.000000 -298233 -297757 3893523 2334230
119250.000000 -298143 -297683 3898223 2354031
119500.000000 -298177 -297692 3896734 2374791
119750.000000 -298202 -297698 3898002 2382244
120000.000000 -298158 -297651 3909397 2386894
120250.000000 -298227 -297627 3919203 2393552
120500.000000 -298216 -297677 3916408 2397562
120750.000000 -298232 -297714 3912972 2401839
121000.000000 -298222 -297747 3905019 2403575
121250.000000 -298193 -297703 3904554 2410067
121500.000000 -298214 -297731 3912290 2405573
121750.000000 -298211 -297750 3904214 2396840
122000.000000 -298146 -297637 3902578 2391958
122250.000000 -298174 -297605 3894264 2392973
122500.000000 -298240 -297612 3887925 2390408
122750.000000 -298208 -297622 3897969 2383388
123000.000000 -298155 -297649 3897885 2384750
123250.000000 -298168 -297598 3889176 2372888
123500.000000 -298261 -297657 3887266 2364246
123750.000000 -298294 -297684 3889696 2354153
124000.000000 -298187 -297621 3885864 2343275
124250.000000 -298168 -297632 3882430 2343360
124500.000000 -298150 -297667 3878743 2339613
124750.000000 -298180 -297683 3877555 2343567
125000.000000 -298265 -297704 3881021 2346843
125250.000000 -298248 -297719 3886795 2348353
125500.000000 -298286 -297668 3892478 2360879
125750.000000 -298240 -297603 3892452 2370108
126000.000000 -298260 -297589 3889901 2359789
126250.000000 -298270 -297669 3887401 2350218
126500.000000 -298202 -297714 3881313 2334385
126750.000000 -298181 -297682 3878871 2319130
127000.000000 -298158 -297674 3879447 2299772
127250.000000 -298168 -297665 3870641 2277115
127500.000000 -298202 -297707 3857197 2260069
127750.000000 -298196 -297757 3847467 2240570
